match_id,date,season,venue,team,opponent,winner,team_win,expanding_win_pct,ewm_win_pct,win_streak,team_margin,ewm_margin_strength,ewm_margin_volatility,opponent_expanding_win_pct,diff_expanding_win_pct,opponent_ewm_win_pct,diff_ewm_win_pct,opponent_win_streak,diff_win_streak,opponent_ewm_margin_strength,diff_ewm_margin_strength,opponent_ewm_margin_volatility,diff_ewm_margin_volatility,season_exp_win_pct,season_roll5_win_pct,opponent_season_exp_win_pct,diff_season_exp_win_pct,opponent_season_roll5_win_pct,diff_season_roll5_win_pct
2008_40th,2008-05-17,2008,Arun Jaitley Stadium (Delhi),Punjab Kings,Delhi Capitals,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008_41st,2008-05-18,2008,Eden Gardens (Kolkata),Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,0.5,0.51754801,3.0,0,0.0,0.0,0.6,-0.09999999999999998,0.47464899999999993,0.042899010000000015,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,-0.09999999999999998,0.4,0.19999999999999996
2008_42nd,2008-05-18,2008,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Mumbai Indians,Mumbai Indians,0,0.2,0.13819469999999995,1.0,0,0.0,0.0,0.5555555555555556,-0.35555555555555557,0.8319299999999998,-0.6937352999999999,5.0,-4.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5555555555555556,-0.35555555555555557,1.0,-0.8
2008_42nd,2008-05-18,2008,Rajiv Gandhi International Stadium (Hyderabad),Mumbai Indians,Deccan Chargers,Mumbai Indians,1,0.5555555555555556,0.8319299999999998,5.0,0,0.0,0.0,0.2,0.35555555555555557,0.13819469999999995,0.6937352999999999,1.0,4.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.0,0.2,0.35555555555555557,0.2,0.8
2008_41st,2008-05-18,2008,Eden Gardens (Kolkata),Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,1,0.6,0.47464899999999993,2.0,0,0.0,0.0,0.5,0.09999999999999998,0.51754801,-0.042899010000000015,3.0,-1.0,0.0,0.0,0.0,0.0,0.6,0.4,0.5,0.09999999999999998,0.6,-0.19999999999999996
2008_43rd,2008-05-19,2008,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Delhi Capitals,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008_43rd,2008-05-19,2008,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Delhi Capitals,Royal Challengers Bengaluru,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008_44th,2008-05-20,2008,Eden Gardens (Kolkata),Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,1,0.8,0.8567463929999998,4.0,0,0.0,0.0,0.45454545454545453,0.3454545454545455,0.36228360699999995,0.4944627859999998,3.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.45454545454545453,0.3454545454545455,0.6,0.20000000000000007
2008_44th,2008-05-20,2008,Eden Gardens (Kolkata),Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,0.45454545454545453,0.36228360699999995,3.0,0,0.0,0.0,0.8,-0.3454545454545455,0.8567463929999998,-0.4944627859999998,4.0,-1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.6,0.8,-0.3454545454545455,0.8,-0.20000000000000007
2008_45th,2008-05-21,2008,Wankhede Stadium (Mumbai),Punjab Kings,Mumbai Indians,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.6,-0.6,0.8823509999999999,-0.8823509999999999,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,1.0,-1.0
2008_46th,2008-05-21,2008,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.6363636363636364,0.6322542999999999,3.0,0,0.0,0.0,0.0,0.6363636363636364,0.0,0.6322542999999999,0.0,3.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.6,0.0,0.6363636363636364,0.0,0.6
2008_46th,2008-05-21,2008,MA Chidambaram Stadium (Chennai),Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.6363636363636364,-0.6363636363636364,0.6322542999999999,-0.6322542999999999,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,-0.6363636363636364,0.6,-0.6
2008_45th,2008-05-21,2008,Wankhede Stadium (Mumbai),Mumbai Indians,Punjab Kings,Kings XI Punjab,0,0.6,0.8823509999999999,5.0,0,0.0,0.0,0.0,0.6,0.0,0.8823509999999999,0.0,5.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.6,0.0,1.0
2008_48th,2008-05-23,2008,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Deccan Chargers,Punjab Kings,Kings XI Punjab,0,0.18181818181818182,0.09673628999999996,1.0,0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09673628999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.2,0.0,0.18181818181818182,0.0,0.2
2008_48th,2008-05-23,2008,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Deccan Chargers,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.18181818181818182,-0.18181818181818182,0.09673628999999996,-0.09673628999999996,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,-0.18181818181818182,0.2,-0.2
2008_49th,2008-05-24,2008,MA Chidambaram Stadium (Chennai),Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,1,0.8181818181818182,0.8997224750999998,4.0,0,0.0,0.0,0.5833333333333334,0.23484848484848486,0.4425780099999999,0.4571444650999999,3.0,1.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8,0.5833333333333334,0.23484848484848486,0.6,0.20000000000000007
2008_50th,2008-05-24,2008,Arun Jaitley Stadium (Delhi),Delhi Capitals,Mumbai Indians,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.5454545454545454,-0.5454545454545454,0.6176456999999999,-0.6176456999999999,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,-0.5454545454545454,0.8,-0.8
2008_49th,2008-05-24,2008,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,0.5833333333333334,0.4425780099999999,3.0,0,0.0,0.0,0.8181818181818182,-0.23484848484848486,0.8997224750999998,-0.4571444650999999,4.0,-1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.6,0.8181818181818182,-0.23484848484848486,0.8,-0.20000000000000007
2008_50th,2008-05-24,2008,Arun Jaitley Stadium (Delhi),Mumbai Indians,Delhi Capitals,Delhi Daredevils,0,0.5454545454545454,0.6176456999999999,4.0,0,0.0,0.0,0.0,0.5454545454545454,0.0,0.6176456999999999,0.0,4.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.8,0.0,0.5454545454545454,0.0,0.8
2008_52nd,2008-05-25,2008,Eden Gardens (Kolkata),Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,1,0.4166666666666667,0.25359852489999996,2.0,0,0.0,0.0,0.0,0.4166666666666667,0.0,0.25359852489999996,0.0,2.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4,0.0,0.4166666666666667,0.0,0.4
2008_51st,2008-05-25,2008,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.16666666666666666,0.06771540299999997,0.0,0,0.0,0.0,0.0,0.16666666666666666,0.0,0.06771540299999997,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0
2008_51st,2008-05-25,2008,Rajiv Gandhi International Stadium (Hyderabad),Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.16666666666666666,-0.16666666666666666,0.06771540299999997,-0.06771540299999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0
2008_52nd,2008-05-25,2008,Eden Gardens (Kolkata),Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.4166666666666667,-0.4166666666666667,0.25359852489999996,-0.25359852489999996,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,-0.4166666666666667,0.4,-0.4
2008_53rd,2008-05-26,2008,Sawai Mansingh Stadium (Jaipur),Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0,0.5,0.43235198999999985,3.0,0,0.0,0.0,0.8333333333333334,-0.33333333333333337,0.9298057325699998,-0.4974537425699999,5.0,-2.0,0.0,0.0,0.0,0.0,0.5,0.6,0.8333333333333334,-0.33333333333333337,1.0,-0.4
2008_53rd,2008-05-26,2008,Sawai Mansingh Stadium (Jaipur),Rajasthan Royals,Mumbai Indians,Rajasthan Royals,1,0.8333333333333334,0.9298057325699998,5.0,0,0.0,0.0,0.5,0.33333333333333337,0.43235198999999985,0.4974537425699999,3.0,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.5,0.33333333333333337,0.6,0.4
2008_54th,2008-05-27,2008,Rajiv Gandhi International Stadium (Hyderabad),Chennai Super Kings,Deccan Chargers,Chennai Super Kings,1,0.5384615384615384,0.3098046069999999,2.0,0,0.0,0.0,0.15384615384615385,0.3846153846153846,0.047400782099999976,0.2624038248999999,0.0,2.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.4,0.15384615384615385,0.3846153846153846,0.0,0.4
2008_54th,2008-05-27,2008,Rajiv Gandhi International Stadium (Hyderabad),Deccan Chargers,Chennai Super Kings,Chennai Super Kings,0,0.15384615384615385,0.047400782099999976,0.0,0,0.0,0.0,0.5384615384615384,-0.3846153846153846,0.3098046069999999,-0.2624038248999999,2.0,-2.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.5384615384615384,-0.3846153846153846,0.4,-0.4
2008_56th,2008-05-28,2008,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Rajasthan Royals,Punjab Kings,Kings XI Punjab,0,0.8461538461538461,0.9508640127989998,5.0,0,0.0,0.0,0.0,0.8461538461538461,0.0,0.9508640127989998,0.0,5.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.0,0.8461538461538461,0.0,1.0
2008_56th,2008-05-28,2008,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Rajasthan Royals,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.8461538461538461,-0.8461538461538461,0.9508640127989998,-0.9508640127989998,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,-0.8461538461538461,1.0,-1.0
2008_55th,2008-05-28,2008,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.46153846153846156,-0.46153846153846156,0.3026463929999999,-0.3026463929999999,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,-0.46153846153846156,0.4,-0.4
2008_55th,2008-05-28,2008,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,1,0.46153846153846156,0.3026463929999999,2.0,0,0.0,0.0,0.0,0.46153846153846156,0.0,0.3026463929999999,0.0,2.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.4,0.0,0.46153846153846156,0.0,0.4
2008_1st Semi Final,2008-05-30,2008,Wankhede Stadium (Mumbai),Rajasthan Royals,Delhi Capitals,Rajasthan Royals,1,0.7857142857142857,0.6656048089592999,4.0,0,0.0,0.0,0.0,0.7857142857142857,0.0,0.6656048089592999,0.0,4.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.8,0.0,0.7857142857142857,0.0,0.8
2008_1st Semi Final,2008-05-30,2008,Wankhede Stadium (Mumbai),Delhi Capitals,Rajasthan Royals,Rajasthan Royals,0,0.0,0.0,0.0,0,0.0,0.0,0.7857142857142857,-0.7857142857142857,0.6656048089592999,-0.6656048089592999,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,-0.7857142857142857,0.8,-0.8
2008_2nd Semi Final,2008-05-31,2008,Wankhede Stadium (Mumbai),Punjab Kings,Chennai Super Kings,Chennai Super Kings,0,0.0,0.0,0.0,0,0.0,0.0,0.5714285714285714,-0.5714285714285714,0.5168632248999999,-0.5168632248999999,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,-0.5714285714285714,0.4,-0.4
2008_2nd Semi Final,2008-05-31,2008,Wankhede Stadium (Mumbai),Chennai Super Kings,Punjab Kings,Chennai Super Kings,1,0.5714285714285714,0.5168632248999999,2.0,0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5168632248999999,0.0,2.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.4,0.0,0.5714285714285714,0.0,0.4
2008_Final,2008-06-01,2008,Dr DY Patil Sports Academy (Mumbai),Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,1,0.8,0.7659233662715098,4.0,0,0.0,0.0,0.6,0.20000000000000007,0.6618042574299999,0.10411910884150988,3.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.20000000000000007,0.6,0.20000000000000007
2008_Final,2008-06-01,2008,Dr DY Patil Sports Academy (Mumbai),Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,0.6,0.6618042574299999,3.0,0,0.0,0.0,0.8,-0.20000000000000007,0.7659233662715098,-0.10411910884150988,4.0,-1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,-0.20000000000000007,0.8,-0.20000000000000007
2009_2nd,2009-04-18,2009,Newlands (Cape Town),Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.8125,0.8361463563900569,4.0,0,0.0,0.0,0.0,0.8125,0.0,0.8361463563900569,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_1st,2009-04-18,2009,Newlands (Cape Town),Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,0.5625,0.46326298020099993,2.0,0,0.0,0.0,0.5,0.0625,0.5118524750999999,-0.04858949489899994,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_2nd,2009-04-18,2009,Newlands (Cape Town),Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.8125,-0.8125,0.8361463563900569,-0.8361463563900569,4.0,-4.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_1st,2009-04-18,2009,Newlands (Cape Town),Mumbai Indians,Chennai Super Kings,Mumbai Indians,1,0.5,0.5118524750999999,2.0,0,0.0,0.0,0.5625,-0.0625,0.46326298020099993,0.04858949489899994,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_3rd,2009-04-19,2009,Newlands (Cape Town),Delhi Capitals,Punjab Kings,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_3rd,2009-04-19,2009,Newlands (Cape Town),Punjab Kings,Delhi Capitals,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_4th,2009-04-19,2009,Newlands (Cape Town),Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,0,0.46153846153846156,0.47751896742999994,2.0,0,0.0,0.0,0.14285714285714285,0.3186813186813187,0.03318054746999998,0.44433841995999995,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_4th,2009-04-19,2009,Newlands (Cape Town),Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,1,0.14285714285714285,0.03318054746999998,0.0,0,0.0,0.0,0.46153846153846156,-0.3186813186813187,0.47751896742999994,-0.44433841995999995,2.0,-2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_5th,2009-04-20,2009,St George's Park (Port Elizabeth),Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,1,0.5294117647058824,0.3242840861406999,2.0,0,0.0,0.0,0.0,0.5294117647058824,0.0,0.3242840861406999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_5th,2009-04-20,2009,St George's Park (Port Elizabeth),Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,0,0.0,0.0,0.0,0,0.0,0.0,0.5294117647058824,-0.5294117647058824,0.3242840861406999,-0.3242840861406999,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_6th,2009-04-21,2009,Kingsmead (Durban),Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.42857142857142855,-0.42857142857142855,0.33426327720099996,-0.33426327720099996,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_6th,2009-04-21,2009,Kingsmead (Durban),Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,1,0.42857142857142855,0.33426327720099996,1.0,0,0.0,0.0,0.0,0.42857142857142855,0.0,0.33426327720099996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_8th,2009-04-22,2009,Newlands (Cape Town),Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,0,0.0,0.0,0.0,0,0.0,0.0,0.2,-0.2,0.323226383229,-0.323226383229,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
2009_8th,2009-04-22,2009,Newlands (Cape Town),Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,1,0.2,0.323226383229,1.0,0,0.0,0.0,0.0,0.2,0.0,0.323226383229,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2009_9th,2009-04-23,2009,Kingsmead (Durban),Chennai Super Kings,Delhi Capitals,Delhi Daredevils,0,0.5555555555555556,0.52699886029849,3.0,0,0.0,0.0,0.0,0.5555555555555556,0.0,0.52699886029849,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2009_9th,2009-04-23,2009,Kingsmead (Durban),Delhi Capitals,Chennai Super Kings,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.5555555555555556,-0.5555555555555556,0.52699886029849,-0.52699886029849,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2009_11th,2009-04-24,2009,Kingsmead (Durban),Punjab Kings,Royal Challengers Bengaluru,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_11th,2009-04-24,2009,Kingsmead (Durban),Royal Challengers Bengaluru,Punjab Kings,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_12th,2009-04-25,2009,Kingsmead (Durban),Deccan Chargers,Mumbai Indians,Deccan Chargers,1,0.25,0.5262584682603,2.0,0,0.0,0.0,0.5333333333333333,-0.2833333333333333,0.6582967325699999,-0.1320382643096999,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2009_12th,2009-04-25,2009,Kingsmead (Durban),Mumbai Indians,Deccan Chargers,Deccan Chargers,0,0.5333333333333333,0.6582967325699999,2.0,0,0.0,0.0,0.25,0.2833333333333333,0.5262584682603,0.1320382643096999,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2009_14th,2009-04-26,2009,St George's Park (Port Elizabeth),Royal Challengers Bengaluru,Delhi Capitals,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_14th,2009-04-26,2009,St George's Park (Port Elizabeth),Delhi Capitals,Royal Challengers Bengaluru,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_15th,2009-04-26,2009,Newlands (Cape Town),Punjab Kings,Rajasthan Royals,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.7647058823529411,-0.7647058823529411,0.5853024494730398,-0.5853024494730398,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_15th,2009-04-26,2009,Newlands (Cape Town),Rajasthan Royals,Punjab Kings,Kings XI Punjab,0,0.7647058823529411,0.5853024494730398,3.0,0,0.0,0.0,0.0,0.7647058823529411,0.0,0.5853024494730398,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_16th,2009-04-27,2009,Kingsmead (Durban),Chennai Super Kings,Deccan Chargers,Deccan Chargers,0,0.5263157894736842,0.36889920220894296,2.0,0,0.0,0.0,0.29411764705882354,0.23219814241486064,0.6683809277822099,-0.29948172557326697,3.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,-0.6666666666666667,1.0,-0.6666666666666667
2009_16th,2009-04-27,2009,Kingsmead (Durban),Deccan Chargers,Chennai Super Kings,Deccan Chargers,1,0.29411764705882354,0.6683809277822099,3.0,0,0.0,0.0,0.5263157894736842,-0.23219814241486064,0.36889920220894296,0.29948172557326697,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667
2009_17th,2009-04-27,2009,St George's Park (Port Elizabeth),Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,0.4666666666666667,0.5339842940406999,2.0,0,0.0,0.0,0.5,-0.033333333333333326,0.4608077127989999,0.07317658124170001,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_17th,2009-04-27,2009,St George's Park (Port Elizabeth),Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,0.5,0.4608077127989999,2.0,0,0.0,0.0,0.4666666666666667,0.033333333333333326,0.5339842940406999,-0.07317658124170001,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2009_18th,2009-04-28,2009,SuperSport Park (Centurion ),Rajasthan Royals,Delhi Capitals,Rajasthan Royals,1,0.7222222222222222,0.4097117146311278,2.0,0,0.0,0.0,0.0,0.7222222222222222,0.0,0.4097117146311278,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_18th,2009-04-28,2009,SuperSport Park (Centurion ),Delhi Capitals,Rajasthan Royals,Rajasthan Royals,0,0.0,0.0,0.0,0,0.0,0.0,0.7222222222222222,-0.7222222222222222,0.4097117146311278,-0.4097117146311278,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_20th,2009-04-29,2009,Kingsmead (Durban),Mumbai Indians,Punjab Kings,Kings XI Punjab,0,0.5294117647058824,0.6225653989592999,3.0,0,0.0,0.0,0.0,0.5294117647058824,0.0,0.6225653989592999,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666
2009_19th,2009-04-29,2009,Kingsmead (Durban),Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.4375,-0.4375,0.3737890058284899,-0.3737890058284899,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333
2009_20th,2009-04-29,2009,Kingsmead (Durban),Punjab Kings,Mumbai Indians,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.5294117647058824,-0.5294117647058824,0.6225653989592999,-0.6225653989592999,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666,-0.6666666666666666
2009_19th,2009-04-29,2009,Kingsmead (Durban),Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.4375,0.3737890058284899,2.0,0,0.0,0.0,0.0,0.4375,0.0,0.3737890058284899,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
2009_21st,2009-04-30,2009,SuperSport Park (Centurion ),Delhi Capitals,Deccan Chargers,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.7678666494475469,-0.7678666494475469,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
2009_21st,2009-04-30,2009,SuperSport Park (Centurion ),Deccan Chargers,Delhi Capitals,Delhi Daredevils,0,0.3333333333333333,0.7678666494475469,4.0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.7678666494475469,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2009_22nd,2009-04-30,2009,Buffalo Park (East London),Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,1,0.5,0.25822944154626004,1.0,0,0.0,0.0,0.7368421052631579,-0.23684210526315785,0.5867982002417894,-0.3285687586955294,3.0,-2.0,0.0,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,-0.08333333333333331,0.3333333333333333,-0.08333333333333331
2009_22nd,2009-04-30,2009,Buffalo Park (East London),Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0,0.7368421052631579,0.5867982002417894,3.0,0,0.0,0.0,0.5,0.23684210526315785,0.25822944154626004,0.3285687586955294,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333331,0.25,0.08333333333333331
2009_23rd,2009-05-01,2009,Buffalo Park (East London),Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,0.4117647058823529,0.2616523040799429,2.0,0,0.0,0.0,0.5,-0.08823529411764708,0.43579577927150986,-0.17414347519156698,3.0,-1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,-0.25,0.5,-0.25
2009_23rd,2009-05-01,2009,Buffalo Park (East London),Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,0.5,0.43579577927150986,3.0,0,0.0,0.0,0.4117647058823529,0.08823529411764708,0.2616523040799429,0.17414347519156698,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.25,0.25
